Studio,City,Province/State,Country,Adress,On-Site/Remote
Picasso Pictures,London,,England,http://www.picassopictures.com/get-in-touch/opportunities,On-Site
Picture Shop,Burbank,California,United States,http://www.pictureshop.com/,On-Site
Picture This Studio,Bangkok,,Thailand,http://picturethisanimation.com/jobs,On-Site
Picturemill,Burbank,California,United States,http://picturemill.com/,On-Site
Picturesmith,London,,England,http://picturesmith.uk/careers/,On-Site
PierPlay,Culver City,California,United States,https://jobs.lever.co/scopely,On-Site
Pig Apple,New York City,New York,United States,http://www.pigapple.com/,Both
Pikcells,Huddersfield,,England,http://www.pikcells.com/,On-Site
PikPok,Wellington,,New Zealand,http://pikpok.com/careers/,On-Site
Piñata,Helsinki,,Finland,http://www.pinata.fi/info,On-Site
Pink Kong Studios,Dublin,,Ireland,http://www.pinkkongstudios.ie/,On-Site
Pipangai Production,,,Réunion,http://www.pipangai.fr/,On-Site
Pipeline Studios,Hamilton,Ontario,Canada,http://www.pipelinestudios.com/careers/,On-Site
PipocaVFX,Barcelona,,Spain,http://www.pipocavfx.com/,Remote
Piranha Bar,Dublin,,Ireland,http://www.piranhabar.ie/,On-Site
Piranha Games,Vancouver,British Columbia,Canada,http://piranhagames.com/#CAREERS,On-Site
Pirates 'N Paradise,Berlin,,Germany,http://www.piratesnparadise.de/pp/team/index-jobs.php,On-Site
Pirates 'N Paradise,Düsseldorf,,Germany,http://www.piratesnparadise.de/pp/team/index-jobs.php,On-Site
Pivot Design Inc,Chicago,Illinois,United States,http://www.pivotdesign.com/,On-Site
Pix Ray VFX,Toronto,Ontario,Canada,http://pixray.ca/contact,On-Site
Pixar,Emeryville,California,United States,https://pixar.wd5.myworkdayjobs.com/Pixar_External_Career_Site,On-Site
Pixel Cream,Barcelona,,Spain,http://pixelcreamstudio.com/jobs/,Remote
Pixel Digital Studios,Mumbai,,India,http://www.pixeldstudios.com/careers/,On-Site
Pixel Mafia,Pasig,,Philippines,https://www.pixelmafia.com/jobs/,On-Site
Pixel Park,Columbus,Ohio,United States,http://thepixelpark.com/,On-Site
Pixel Toys,Leamington Spa,,England,http://www.pixeltoys.com/category/join-us/,On-Site
Pixel Zoo,Brisbane,,Australia,http://fluxanimation.com.au/index.html,On-Site
Pixelberry Studios,Mountain View,California,United States,http://www.pixelberrystudios.com/careers/,On-Site
Pixeldust Studios,Bethesda,Maryland,United States,http://www.pixeldust.tv/,On-Site
PIXELLINE,Selangor,,Malaysia,http://pixel-line.com/,On-Site
Pixelloid Studios,Hyderabad,,India,http://pixelloid.com/,On-Site
PixelsHub,Gijón,,Spain,http://pixels-hub.com/,On-Site
Pixelsonic,Berlin,,Germany,http://www.pixelsonic.com/,On-Site
Pixo Group,Southfield,Michigan,United States,http://pixogroup.com/,Both
Pixomondo,Beijing,,China,http://www.pixomondo.com/jobs/,On-Site
Pixomondo,Frankfurt,,Germany,http://www.pixomondo.com/jobs/,On-Site
Pixomondo,Los Angeles,California,United States,http://www.pixomondo.com/jobs/,On-Site
Pixomondo,Shanghai,,China,http://www.pixomondo.com/jobs/,On-Site
Pixomondo,Stuttgart,,Germany,http://www.pixomondo.com/jobs/,On-Site
Pixomondo,Toronto,Ontario,Canada,http://www.pixomondo.com/jobs/,On-Site
Pixomondo,Vancouver,British Columbia,Canada,http://www.pixomondo.com/jobs/,On-Site
PixStone Images,Chennai,,India,http://www.pixstone.com/,On-Site
Planet Nemo,Paris,,France,http://www.planetnemoanimation.com/,On-Site
Planet Nutshell,Boston,Massachusetts,United States,http://planetnutshell.com/,On-Site
Planet Propaganda,Madison,Wisconsin,United States,https://planetpropaganda.com/jobs,On-Site
Plarium,Herzliya,,Israel,http://company.plarium.com/career/,On-Site
Plarium,Kharkiv,,Ukraine,http://company.plarium.com/career/,On-Site
Plarium,Krasnodar,,Russia,http://company.plarium.com/career/,On-Site
Plastic Wax,Sydney,,Australia,http://www.plasticwax.com/,Both
Platige Image,Warsaw,,Poland,http://platige.com/en/careers/,Both
Platonic Games,Madrid,,Spain,http://platonicgames.com/,On-Site
Playcorp Studios,Melbourne,,Australia,http://www.playcorp.com/,On-Site
Playdead,Glasgow,,Scotland,http://www.playdead.tv/,On-Site
Playdemic,Wilmslow,,England,http://www.ttgames.com/jobs/,On-Site
Playfight VFX,Toronto,Ontario,Canada,http://www.playfight.com/jobs/,On-Site
Playful Corp.,McKinney,Texas,United States,http://www.playfulcorp.com/careers.html,On-Site
Playground Games,Leamington Spa,,England,http://www.playground-games.com/careers/,On-Site
Playlab,Bangkok,,Thailand,https://playlab.bamboohr.com/jobs/,On-Site
PlayNetwork,Sherman Oaks,California,United States,http://www.playnetwork.com/,On-Site
PlayQ,Santa Monica,California,United States,https://boards.greenhouse.io/playq#.WUDIEWjyuMo,On-Site
PlayRaven,Helsinki,,Finland,https://www.playraven.com/,On-Site
PlayRight,Redmond,Washington,United States,http://playrightmedia.com/jobs/,Both
Playrix,Vologda,,Russia,https://job.playrix.ru/open-positions/,Both
Playstark Games,Barcelona,,Spain,http://playstark.com/,On-Site
PLAYSTUDIOS,Burlingame,California,United States,http://playstudios.com/careers/,On-Site
Playtime + Sometimes,Los Angeles,California,United States,http://playtimesometimes.com/,On-Site
Playwing,Montreal,Québec,Canada,http://www.playwing.com/,On-Site
Plotwise,Helsinki,,Finland,http://www.plotwise.fi/,Remote
Plug-in Media,Brighton,,England,http://www.pluginmedia.net/jobs/,On-Site
Pocket Gems,San Francisco,California,United States,http://pocketgems.com/careers/,On-Site
Pod 8 Studios,Hyderabad,,India,http://www.pod8studios.com/jobs/,On-Site
Polar Media,London,,England,http://www.polarmedia.co.uk/home,On-Site
Polygon Labs,New York City,New York,United States,http://www.polygonlabs.us/?page_id=95,On-Site
Polygonbay,London,,England,https://www.polygonbay.com/jobs/,Both
Polynoid,Berlin,,Germany,http://polynoid.tv/,On-Site
Populous,Kansas City,Missouri,United States,http://populous.com/contact/careers/,On-Site
Portalarium,Austin,Texas,United States,http://www.portalarium.com/index.php/opportunities/jobs.html,On-Site
Portfolio Entertainment,Toronto,Ontario,Canada,http://www.portfolioentertainment.com/about-us/careers/,On-Site
Portola Plush Co.,Portola Valley,California,United States,http://www.portolaplush.com/,Both
Possible,Burbank,California,United States,https://jobs.motionographer.com/jobs/2553126-motion-graphics-artist-at-possible,On-Site
post23,Barcelona,,Spain,http://post23.tv/,On-Site
Postoffice Amsterdam,Amsterdam,,Netherlands,http://www.postoffice.nl/,On-Site
PostPanic,Amsterdam,,Netherlands,http://postpanic.net/,On-Site
Postpro Berlin,Berlin,,Germany,http://postpro.berlin/en,On-Site
Potent Pictures Inc.,Los Angeles,California,United States,http://www.potentpicturesinc.com/,On-Site
Potion Pictures,London,,England,http://www.potionpictures.co.uk/join-us,On-Site
Powerhouse Animation Studios,Austin,Texas,United States,http://www.powerhouseanimation.com/career-portal/,On-Site
Powerhouse Animation Studios,Austin,Texas,United States,http://www.powerhouseanimation.com/career-portal/,On-Site
PowerHouse VFX,New York City,New York,United States,https://www.powerhousevfx.com/jobs/,On-Site
Practical Magic,Los Angeles,California,United States,http://www.practicalmagic.tv/,Both
Prana Studios,Mumbai,,India,http://pranastudios.com/careers/,On-Site
Precision Simulations,Grass Valley,California,United States,http://precisionsim.com/,Both
Preloaded,London,,England,http://preloaded.com/join-us/,On-Site
Premier Entertainment Arts & Culture,London,,England,http://www.premiercomms.com/index.php,On-Site
Presence Labs,Seattle,Washington,United States,https://www.presence-labs.com/careers/,On-Site
Pretty Simple,Paris,,France,http://www.prettysimplegames.com/list/,On-Site
Primal Shape,Naples,,Italy,http://www.primalshapestudio.com/,On-Site
Prime 1 Studio,Tokyo,,Japan,http://www.prime1studio.co.jp/shop/user_data/employment.php,On-Site
Prime Focus World,London,,England,http://www.primefocusworld.com/london-careers/,On-Site
Prime Focus World,Mumbai,,India,http://www.primefocusworld.com/mumbai-careers/,On-Site
Prime Focus World,Vancouver,British Columbia,Canada,http://www.primefocusworld.com/vancouver-careers/,On-Site
PrismArt Productions,New Delhi,,India,http://www.prismart.productions/contact-wrapper/career,On-Site
Priswes Studios,Chennai,,India,http://www.priswes.com/,On-Site
Project Gamechanger,Merseyside,,England,http://projectgamechanger.com/careers,On-Site
Project M Studios,London,,England,https://projectmstudio.com/,Both
Proletariat,Boston,Massachusetts,United States,http://proletariat.com/careers/,On-Site
Prologue Films,Los Angeles,California,United States,http://www.prologue.com/careers/,On-Site
Prologue Immersive,Venice,California,United States,http://prologueimmersive.com/careers/,On-Site
Proof,London,,England,http://www.proof-inc.com/,On-Site
Proof,Los Angeles,California,United States,http://www.proof-inc.com/,On-Site
Proper,Los Angeles,California,United States,http://www.proper.tv/,Both
Prophecy,Berlin,,Germany,http://www.prophecyfx.com/,On-Site
Propoint,New York City,New York,United States,https://www.propointgraphics.com/about-us/#careers,On-Site
Prosper,Sydney,,Australia,http://prospereducation.com/,On-Site
Prsonas,Durham,North Carolina,United States,http://www.prsonas.com/careers,Both
Psychic Bunny,Los Angeles,California,United States,http://www.psychicbunny.com/,On-Site
Psyonix,San Diego,California,United States,http://psyonix.com/careers/,On-Site
Psyop LA, Los Angeles,California,United States,http://www.psyop.com/join-us,On-Site
Psyop NY,New York City,New York,United States,http://www.psyop.com/join-us,On-Site
Psyop Vancouver,Vancouver,British Columbia,Canada,http://www.psyop.com/contact,On-Site
Pulseworks,Smyrna,Georgia,United States,http://www.pulseworks.com/,On-Site
PUPPETEERS GmbH,Dortmund,,Germany,https://www.puppeteers.de/,On-Site
Puppetworks,Budapest,,Hungary,http://puppetworks.eu/jobs,On-Site
"Pure Imagination Studios, Inc.",Los Angeles,California,United States,http://www.pistudios.com/,On-Site
Pure Rendering,Berlin,,Germany,http://www.purerender.com/,On-Site
Pureblink,Toronto,Ontario,Canada,http://pureblink.com/main/,On-Site
Puy du Fou,Les Epesses,,France,http://www.puydufou-international.com/index.html,On-Site
PXL,Los Angeles,California,United States,https://www.pxlagency.com/contact,On-Site
Qabila Media Production,Zamalek,,Egypt,http://www.qabilatv.com/contact/,Both
QC Games,Austin,Texas,United States,http://qcgamedev.com/wp/careers/,On-Site
Quanteus Entertainment,Atlanta,Georgia,United States,https://www.facebook.com/QuanteusEntertainment/,Both
Quanteus Entertainment,Burbank,California,United States,https://www.facebook.com/QuanteusEntertainment/,Both
Quantic Dream,Paris,,France,http://www.quanticdream.com/en/#!/en/jobs,On-Site
Qvisten,Oslo,,Norway,http://www.qvisten.no/,On-Site
R/GA,New York City,New York,United States,https://www.rga.com/careers,On-Site
Radiant Images,Los Angeles,California,United States,http://www.radiantimages.com/,On-Site
Radiant Worlds,Leamington Spa,,England,http://www.radiantworlds.com/careers/,On-Site
RadioVision,Denison,Texas,United States,https://www.radiovisioninc.com/,On-Site
Ragdoll Productions,Stratford-upon-Avon,,England,http://www.ragdoll.co.uk/opportunities/,On-Site
Rainbow CGI,Rome,,Italy,http://www.rbw-cgi.it/en/careers,On-Site
Rainbow Studios,Phoenix,Arizona,United States,http://www.rainbowstudios.com/jobs/,On-Site
RainDrop,Salt Lake City,Utah,United States,https://www.raindropagency.com/,On-Site
Rainmaker,Vancouver,British Columbia,Canada,http://www.rainmaker.com/?/site/careers,On-Site
Rajshri Entertainment,Mumbai,,India,http://www.rajshri.com/,On-Site
Ralph,Los Angeles,California,United States,http://www.ralphandco.com/,On-Site
Ralph,New York City,New York,United States,http://www.ralphandco.com/,On-Site
Rang Studios,Mumbai,,India,http://rangstudio.tv/,On-Site
RapidImages,Gothenburg,,Sweden,https://www.rapidimages.se/jobs,On-Site
Rare,Twycross,,England,https://www.rare.co.uk/careers,On-Site
RareFaction Interactive,Santa Monica,California,United States,http://www.rarefaction.io/,Both
Raven Software,Middleton,Wisconsin,United States,http://www.ravensoftware.com/careers,Both
Raynault VFX,Montreal,Québec,Canada,http://www.raynault.com/contact,On-Site
RCO Color & Finishing,New York City,New York,United States,http://rco.tv/,On-Site
RE'AL Sandbox,Beijing,,China,http://www.realsandbox.com/hiring.html,On-Site
Reactiv,Toronto,Ontario,Canada,http://getreactiv.com/,On-Site
Ready at Dawn,Irvine,California,United States,http://www.readyatdawn.com/careers-main/,On-Site
Ready Set Rocket,New York City,New York,United States,http://readysetrocket.com/careers/,On-Site
Real Serious Games,Brisbane,,Australia,http://www.realseriousgames.com/,On-Site
RealtimeUK,Manchester,,England,http://www.realtimeuk.com/about/careers/,On-Site
RealtimeUK,Westby,,England,http://www.realtimeuk.com/about/careers/,On-Site
Rebel Arts,Washington D.C.,,United States,http://www.madebyrebel.com/,Remote
Rebellion,Oxford,,England,http://www.rebellion.co.uk/jobs,On-Site
Rebellion,Runcorn,,England,http://www.rebellion.co.uk/jobs,On-Site
Red Chillies VFX,Mumbai,,India,https://hr01.rcvfx.com/Candidate/CanHomeBL.aspx?,On-Site
Red Hot,Shanghai,,China,http://redhotgameart.com/jobs/,On-Site
Red Knuckles,London,,England,https://www.redknuckles.co.uk/careers/,On-Site
Red Star 3D,Sheffield,,England,http://redstar3d.com/,On-Site
Redemption Games,Carlsbad,California,United States,http://www.redemptiongames.com/careers.html,On-Site
Redeye Studio,,,Singapore,http://www.gogame.net/,On-Site
Redrover,Bundang,,South Korea,http://www.redrover.co.kr/main/en/,On-Site
REDLAB,Toronto,Ontario,Canada,http://www.redlabto.com/,On-Site
Redvel Games,Málaga,,Spain,http://redvelgames.com/jobs/,On-Site
Redwing VFX,Pune,,India,http://www.redwing-vfxstudios.com/,On-Site
REALMOTION inc.,New York City,New York,United States,http://www.realmotionvfx.com/,On-Site
Reel FX,Dallas,Texas,United States,http://jobs.reelfx.com/,On-Site
Reel FX,Montreal,Québec,Canada,http://jobs.reelfx.com/,On-Site
Reel Pictures,Melbourne,,Australia,http://reelpictures.com.au/,On-Site
Reflector Entertainment,Montreal,Québec,Canada,https://www.reflectorentertainment.com/careers,On-Site
Regh Animation Studio,Mumbai,,India,http://regh.co.in/careers/,On-Site
Relic Entertainment,Vancouver,British Columbia,Canada,https://www.relic.com/#careers,On-Site
Remedy Entertainment,Espoo,,Finland,http://www.remedygames.com/careers/,On-Site
Remote Control Productions,Munich,,Germany,http://jobs.r-control.de/jobs/,On-Site
Rengo Studio,Remote,,Remote,http://rengo.studio/,Remote
Republic,New York City,New York,United States,https://www.republicstudios.tv/,Both
Resin,Adelaide,,Australia,http://www.resin.tv/employment-freelance-register/,Both
Respawn Entertainment,Sherman Oaks,California,United States,http://www.respawn.com/careers/,On-Site
Reto-Moto,Copenhagen,,Denmark,https://heroesandgenerals.com/development/jobs-at-reto-moto/,On-Site
Retro Studios,Austin,Texas,United States,https://www.retrostudios.com/careers/,On-Site
Revolution Productions,London,,England,http://www.revolution-productions.com/careers/,Remote
Rewind,St. Albans,,England,http://rewind.co/careers/,On-Site
Rez-Illusion,Los Angeles,California,United States,http://www.rez-illusion.com/,On-Site
RG Entertainment,Atlanta,Georgia,United States,http://rgentertainment.com/,Remote
Rhythm & Hues,Los Angeles,California,United States,http://rhythm.com/,On-Site
Rich Flair Studios,Hyderabad,,India,http://richflairstudios.com/,On-Site
Richter10.2,Los Angeles,California,United States,https://www.richter10point2.com/,Both
RIG-IT.net,London,,England,http://www.rig-it.net/,Remote
RIG-IT.net,Ostrava-City District,,Czech Republic,http://www.rig-it.net/,Both
Riot Games,Dublin,,Ireland,http://www.riotgames.com/careers,On-Site
Riot Games,Hong Kong,,China,http://www.riotgames.com/careers,On-Site
Riot Games,Los Angeles,California,United States,http://www.riotgames.com/careers,On-Site
Riot Games,San Francisco,California,United States,http://www.riotgames.com/careers,On-Site
Riot Games,Taipei City,,Taiwan,http://www.riotgames.com/careers,On-Site
Riot Games,Tokyo,,Japan,http://www.riotgames.com/careers,On-Site
Ripstone,Liverpool,,England,https://ripstone.com/contact-us/,On-Site
RISE FX,Berlin,,Germany,http://www.risefx.com/index.php?menu=jobs,On-Site
